Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Rating,day_of_week,month,rolling_mean_7,rolling_mean_14,rolling_std_7,weekly_change,future_demand_7,stock_estime,reapprovisionnement,stock_threshold
C,Naypyitaw,Normal,Male,Health and beauty,70.21,6,7.4,5,3,6.714285714285714,5.5,2.56347977784662,0.5,10.0,531.0,0.0,50.84521966676993
B,Mandalay,Member,Male,Fashion accessories,33.63,1,5.6,2,3,3.5714285714285716,4.285714285714286,3.3594217189442364,0.0,2.0,598.0,0.0,30.039132578416353
C,Naypyitaw,Member,Female,Sports and travel,15.49,2,6.3,2,1,5.142857142857143,4.642857142857143,3.5790395093549616,-0.7777777777777778,7.0,649.0,0.0,41.36855926403244
C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,7.1,6,2,4.857142857142857,5.142857142857143,3.2366943748507504,9.0,4.0,590.0,0.0,38.85504156227613
B,Mandalay,Normal,Male,Electronic accessories,75.66,5,7.8,1,1,4.857142857142857,5.071428571428571,3.2366943748507504,0.0,9.0,595.0,0.0,38.85504156227613
B,Mandalay,Normal,Female,Health and beauty,55.81,6,9.9,1,1,6.857142857142857,5.5,2.478478796128207,0.19999999999999996,9.0,537.0,0.0,51.71771819419231
A,Yangon,Member,Male,Home and lifestyle,72.78,10,7.3,6,2,5.428571428571429,4.571428571428571,3.2071349029490945,0.4285714285714286,4.0,586.0,0.0,42.81070235442364
B,Mandalay,Member,Male,Sports and travel,37.32,9,5.1,2,3,5.571428571428571,4.928571428571429,3.8668308667927205,0.5,1.0,658.0,0.0,44.80024630018908
B,Mandalay,Member,Male,Fashion accessories,60.18,4,9.4,5,2,3.7142857142857144,4.285714285714286,3.352326839390098,0.33333333333333326,6.0,602.0,0.0,31.028490259085146
A,Yangon,Normal,Female,Electronic accessories,15.69,3,5.8,3,3,4.857142857142857,4.785714285714286,3.2366943748507504,0.0,3.0,598.0,0.0,38.85504156227613
C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,8.0,2,2,4.857142857142857,4.214285714285714,3.2366943748507504,0.0,7.0,599.0,0.0,38.85504156227613
A,Yangon,Member,Female,Fashion accessories,88.15,3,7.9,4,1,3.2857142857142856,3.7857142857142856,3.1997023671109153,-0.5,2.0,605.0,0.0,27.799553550666374
A,Yangon,Member,Female,Sports and travel,27.93,5,5.9,1,1,6.142857142857143,5.071428571428571,3.3380918415851193,4.0,6.0,663.0,0.0,48.00713776237768
A,Yangon,Member,Male,Fashion accessories,55.45,1,4.9,1,2,2.0,3.5,1.2909944487357794,-0.9,7.0,606.0,0.0,15.936491673103669
B,Mandalay,Normal,Female,Sports and travel,42.97,3,9.3,6,2,5.285714285714286,4.928571428571429,3.2513733362117256,-0.6666666666666667,2.0,666.0,0.0,41.877060004317585
C,Naypyitaw,Member,Male,Sports and travel,17.14,7,7.9,2,1,5.428571428571429,5.357142857142857,3.3094381626464857,0.16666666666666674,2.0,673.0,0.0,42.96415724396973
B,Mandalay,Member,Female,Fashion accessories,58.75,6,5.9,6,3,2.7142857142857144,3.857142857142857,1.8898223650461217,5.0,8.0,612.0,0.0,21.834733547569183
C,Naypyitaw,Member,Female,Food and beverages,87.1,10,9.9,1,2,4.714285714285714,4.857142857142857,3.1471831698777746,9.0,9.0,668.0,0.0,37.72077475481666
C,Naypyitaw,Normal,Female,Sports and travel,98.8,2,7.7,3,2,5.428571428571429,5.285714285714286,3.3094381626464857,0.0,9.0,675.0,0.0,42.96415724396973
A,Yangon,Normal,Female,Fashion accessories,48.63,4,7.6,0,2,3.142857142857143,3.642857142857143,1.7728105208558234,3.0,10.0,616.0,0.0,24.659215781283734
B,Mandalay,Member,Male,Food and beverages,57.74,3,7.7,2,2,4.857142857142857,4.785714285714286,3.02371578407382,0.5,3.0,671.0,0.0,38.53557367611073
B,Mandalay,Normal,Female,Health and beauty,17.97,4,6.4,5,2,6.571428571428571,5.714285714285714,2.6992062325273096,-0.33333333333333337,7.0,541.0,0.0,50.04880934879097
C,Naypyitaw,Member,Female,Health and beauty,47.71,6,4.4,5,2,7.0,5.5,2.2360679774997854,1.0,9.0,547.0,0.0,52.35410196624968
B,Mandalay,Normal,Female,Sports and travel,40.62,2,4.1,3,1,4.285714285714286,5.214285714285714,2.811540841738193,-0.8,4.0,677.0,0.0,34.21731126260729
A,Yangon,Member,Male,Fashion accessories,56.04,10,4.4,0,1,4.142857142857143,3.857142857142857,3.1320159337914903,2.3333333333333335,8.0,626.0,0.0,33.69802390068724
B,Mandalay,Member,Male,Food and beverages,93.4,2,5.5,5,3,4.857142857142857,4.785714285714286,3.02371578407382,0.0,1.0,673.0,0.0,38.53557367611073
B,Mandalay,Normal,Female,Health and beauty,73.41,3,4.0,5,3,6.0,5.428571428571429,2.236067977499788,-0.7,5.0,550.0,0.0,45.35410196624968
C,Naypyitaw,Normal,Male,Health and beauty,33.64,8,9.3,4,2,5.714285714285714,5.857142857142857,1.7043362064926924,-0.19999999999999996,8.0,558.0,0.0,42.55650430973904
A,Yangon,Normal,Female,Electronic accessories,45.48,10,4.8,4,3,5.142857142857143,4.357142857142857,3.6253078686998648,0.25,10.0,609.0,0.0,41.437961803049795
B,Mandalay,Member,Male,Fashion accessories,83.77,2,4.6,6,2,4.285714285714286,3.9285714285714284,2.984084768360624,1.0,8.0,628.0,0.0,34.47612715254094
B,Mandalay,Member,Female,Sports and travel,64.08,7,7.3,1,2,5.0,5.071428571428571,2.7688746209726913,2.5,3.0,684.0,0.0,39.15331193145904
A,Yangon,Member,Female,Food and beverages,73.47,4,6.0,5,2,5.0,4.428571428571429,2.943920288775951,0.33333333333333326,6.0,677.0,0.0,39.41588043316393
C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,8.1,3,2,6.142857142857143,6.285714285714286,2.340126166724877,0.4285714285714286,3.0,568.0,0.0,46.510189250087315
A,Yangon,Member,Male,Food and beverages,48.5,6,9.4,4,1,5.142857142857143,4.142857142857143,2.96808419852332,0.19999999999999996,7.0,683.0,0.0,40.45212629778498
B,Mandalay,Member,Female,Electronic accessories,39.48,1,6.5,1,2,5.0,4.0,3.7859388972001837,-0.5,8.0,610.0,0.0,40.678908345800274
B,Mandalay,Normal,Female,Sports and travel,34.81,1,7.0,0,1,3.857142857142857,4.714285714285714,2.4784787961282113,-0.8888888888888888,9.0,685.0,0.0,30.717718194192315
C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,7.1,2,1,4.571428571428571,4.142857142857143,3.0472470011002173,0.5,7.0,634.0,0.0,36.570870501650326
A,Yangon,Member,Male,Fashion accessories,21.48,2,6.6,2,2,4.428571428571429,3.857142857142857,3.1547394428670223,-0.33333333333333337,3.0,636.0,0.0,35.73210916430053
B,Mandalay,Member,Female,Sports and travel,23.08,6,4.9,3,1,4.0,5.071428571428571,2.581988897471612,0.19999999999999996,10.0,691.0,0.0,31.87298334620742
B,Mandalay,Member,Female,Home and lifestyle,49.1,2,6.4,1,1,5.428571428571429,4.642857142857143,3.2071349029490945,0.0,3.0,588.0,0.0,42.81070235442364
B,Mandalay,Member,Female,Sports and travel,64.83,2,8.0,1,1,3.857142857142857,4.571428571428571,2.6726124191242446,-0.33333333333333337,2.0,693.0,0.0,31.008918628686367
A,Yangon,Member,Male,Home and lifestyle,63.56,10,4.3,2,1,6.285714285714286,5.142857142857143,3.545621041711675,1.5,3.0,598.0,0.0,49.31843156256751
C,Naypyitaw,Member,Male,Sports and travel,72.88,2,6.1,2,3,3.142857142857143,4.285714285714286,2.3401261667248807,-0.7142857142857143,8.0,695.0,0.0,25.510189250087322
A,Yangon,Normal,Female,Food and beverages,67.1,3,7.5,4,2,5.142857142857143,3.9285714285714284,2.9680841985233206,0.0,4.0,686.0,0.0,40.45212629778498
C,Naypyitaw,Member,Female,Sports and travel,70.19,9,6.7,4,1,4.142857142857143,4.785714285714286,3.1320159337914952,3.5,6.0,704.0,0.0,33.69802390068725
C,Naypyitaw,Member,Male,Food and beverages,55.04,7,5.2,1,3,5.0,4.214285714285714,2.8284271247461925,-0.125,1.0,693.0,0.0,39.24264068711929
A,Yangon,Member,Male,Health and beauty,48.63,10,8.8,0,3,6.714285714285714,6.714285714285714,2.751622897751172,0.6666666666666667,10.0,578.0,0.0,51.12743434662676
C,Naypyitaw,Member,Female,Fashion accessories,73.38,7,9.5,6,2,5.285714285714286,3.642857142857143,2.87020822207993,6.0,6.0,643.0,0.0,41.30531233311989
C,Naypyitaw,Normal,Female,Food and beverages,52.6,9,7.6,2,1,4.857142857142857,4.785714285714286,2.5448360411214095,-0.09999999999999998,1.0,702.0,0.0,37.817254061682114
A,Yangon,Member,Female,Home and lifestyle,87.37,5,6.6,1,1,6.0,5.214285714285714,3.559026084010439,-0.2857142857142857,7.0,603.0,0.0,47.33853912601566
A,Yangon,Member,Female,Sports and travel,27.04,4,6.9,1,1,4.428571428571429,4.357142857142857,2.9920529661723823,1.0,4.0,708.0,0.0,35.48807944925857
B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,4.3,6,1,6.142857142857143,5.285714285714286,3.4364987719369005,0.33333333333333326,7.0,607.0,0.0,48.15474815790535
A,Yangon,Member,Male,Electronic accessories,69.58,9,7.8,1,2,5.571428571428571,4.571428571428571,4.076646614442762,0.8,10.0,619.0,0.0,45.11496992166414
C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,8.0,5,1,7.142857142857143,5.785714285714286,3.3876526498728423,2.3333333333333335,9.0,617.0,0.0,55.081478974809265
C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,9.6,3,2,5.571428571428571,4.142857142857143,3.0472470011002204,0.33333333333333326,7.0,651.0,0.0,43.57087050165033
B,Mandalay,Normal,Male,Food and beverages,32.32,3,4.3,2,3,4.857142857142857,4.857142857142857,2.5448360411214095,0.0,1.0,705.0,0.0,37.817254061682114
B,Mandalay,Member,Female,Fashion accessories,19.77,10,5.0,2,2,6.428571428571429,4.785714285714286,3.359421718944245,1.5,4.0,661.0,0.0,50.03913257841637
B,Mandalay,Member,Male,Health and beauty,80.47,9,9.2,6,1,7.142857142857143,7.0,2.853569193634022,0.5,7.0,587.0,0.0,54.28035379045103
B,Mandalay,Member,Female,Home and lifestyle,88.39,9,6.3,5,3,7.142857142857143,6.071428571428571,3.3876526498728423,0.0,7.0,626.0,0.0,55.081478974809265
B,Mandalay,Normal,Male,Health and beauty,71.77,7,8.9,4,3,7.571428571428571,7.071428571428571,2.50713268211203,0.75,5.0,594.0,0.0,56.760699023168044
B,Mandalay,Normal,Female,Electronic accessories,43.0,4,7.6,3,1,4.714285714285714,4.785714285714286,3.592319850008058,-0.6,8.0,623.0,0.0,38.38847977501209
C,Naypyitaw,Member,Male,Food and beverages,68.98,1,4.8,0,1,4.714285714285714,4.785714285714286,2.7516228977511767,-0.5,5.0,706.0,0.0,37.127434346626764
C,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,9.1,6,1,6.142857142857143,5.142857142857143,3.0783421635988564,-0.19999999999999996,4.0,669.0,0.0,47.617513245398285
A,Yangon,Normal,Male,Sports and travel,25.7,3,6.1,3,1,3.857142857142857,4.428571428571429,2.7945525240230884,-0.5714285714285714,7.0,711.0,0.0,31.191828786034634
A,Yangon,Member,Male,Food and beverages,80.62,6,9.1,3,2,5.0,5.0,2.7688746209726935,0.5,10.0,712.0,0.0,39.153311931459044
C,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,8.3,1,3,6.285714285714286,5.857142857142857,3.302235894778252,-0.6,2.0,630.0,0.0,48.953353842167374
C,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,7.2,1,2,5.285714285714286,5.071428571428571,3.9460649476951826,0.8,10.0,632.0,0.0,42.91909742154277
C,Naypyitaw,Normal,Female,Health and beauty,13.85,9,6.0,0,2,8.0,7.5,2.4494897427831717,0.5,4.0,603.0,0.0,59.67423461417476
C,Naypyitaw,Member,Male,Fashion accessories,98.7,8,8.5,3,1,7.0,5.642857142857143,2.5166114784235893,3.0,1.0,677.0,0.0,52.774917217635384
A,Yangon,Normal,Female,Health and beauty,35.68,5,6.6,2,2,8.285714285714286,7.142857142857143,1.799470821684865,0.6666666666666667,7.0,608.0,0.0,60.6992062325273
A,Yangon,Member,Female,Fashion accessories,71.46,7,4.5,3,3,7.142857142857143,5.857142857142857,2.478478796128217,0.16666666666666674,10.0,684.0,0.0,53.71771819419233
A,Yangon,Member,Male,Electronic accessories,11.94,3,8.1,5,1,5.285714285714286,5.071428571428571,3.9460649476951826,0.0,4.0,635.0,0.0,42.91909742154277
A,Yangon,Normal,Male,Fashion accessories,45.38,3,7.2,6,2,7.285714285714286,5.857142857142857,2.1380899352994036,0.5,4.0,687.0,0.0,54.20713490294911
B,Mandalay,Member,Female,Fashion accessories,17.48,6,6.1,4,1,7.142857142857143,6.214285714285714,2.193062655175142,-0.1428571428571429,3.0,693.0,0.0,53.28959398276271
B,Mandalay,Normal,Female,Fashion accessories,25.56,7,7.1,5,2,7.0,6.285714285714286,2.1602468994692936,-0.125,8.0,700.0,0.0,52.24037034920394
C,Naypyitaw,Member,Female,Sports and travel,90.63,9,5.1,4,1,5.0,4.428571428571429,3.055050463303892,8.0,1.0,720.0,0.0,39.582575694955835
B,Mandalay,Normal,Male,Home and lifestyle,44.12,3,7.9,0,3,6.428571428571429,5.928571428571429,3.1014589500826277,0.5,5.0,633.0,0.0,49.65218842512394
C,Naypyitaw,Member,Female,Food and beverages,36.77,7,7.4,4,1,5.142857142857143,5.142857142857143,2.8535691936340277,0.16666666666666674,4.0,719.0,0.0,40.280353790451045
B,Mandalay,Member,Male,Food and beverages,23.34,4,7.4,0,2,5.285714285714286,5.214285714285714,2.7516228977511767,0.33333333333333326,10.0,723.0,0.0,41.127434346626764
C,Naypyitaw,Member,Female,Health and beauty,28.5,8,6.6,2,2,8.285714285714286,7.0,1.799470821684865,0.0,7.0,616.0,0.0,60.6992062325273
C,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,5.9,1,1,5.428571428571429,5.857142857142857,2.878491668515701,-0.7,9.0,636.0,0.0,42.317737502773554
B,Mandalay,Normal,Male,Sports and travel,69.74,10,8.9,1,3,5.571428571428571,4.785714285714286,3.5989416433697476,0.6666666666666667,5.0,730.0,0.0,44.39841246505462
C,Naypyitaw,Normal,Male,Fashion accessories,97.26,4,6.8,5,3,6.142857142857143,6.285714285714286,1.9518001458970702,-0.6,8.0,704.0,0.0,45.92770021884561
B,Mandalay,Member,Female,Home and lifestyle,52.18,7,9.3,5,3,5.714285714285714,5.857142857142857,2.9277002188456027,0.3999999999999999,5.0,643.0,0.0,44.3915503282684
A,Yangon,Member,Female,Fashion accessories,22.32,4,4.4,4,3,5.571428571428571,5.857142857142857,1.9023794624226849,-0.5,3.0,708.0,0.0,41.85356919363403
A,Yangon,Normal,Male,Health and beauty,56.0,3,4.8,3,2,7.285714285714286,6.714285714285714,2.4976179127511102,-0.7,8.0,619.0,0.0,54.746426869126665
A,Yangon,Member,Male,Fashion accessories,19.7,1,9.5,4,2,4.571428571428571,5.785714285714286,2.225394561056744,-0.875,1.0,709.0,0.0,35.33809184158512
B,Mandalay,Normal,Male,Electronic accessories,75.88,7,8.9,3,1,6.142857142857143,5.5,3.48466026218585,6.0,9.0,642.0,0.0,48.226990393278776
B,Mandalay,Member,Male,Food and beverages,53.72,1,6.4,4,3,4.428571428571429,4.714285714285714,3.047247001100222,-0.8571428571428572,1.0,724.0,0.0,35.57087050165033
C,Naypyitaw,Member,Male,Health and beauty,81.95,10,6.0,6,3,7.285714285714286,7.0,2.4976179127511102,0.0,5.0,629.0,0.0,54.746426869126665
C,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,8.1,5,3,6.142857142857143,6.142857142857143,2.8535691936340286,0.75,6.0,650.0,0.0,47.280353790451045
C,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,9.0,1,1,6.142857142857143,5.642857142857143,3.48466026218585,0.0,7.0,652.0,0.0,48.226990393278776
B,Mandalay,Member,Male,Electronic accessories,91.56,8,6.0,5,1,7.142857142857143,6.071428571428571,2.672612419124246,7.0,8.0,660.0,0.0,54.00891862868637
A,Yangon,Normal,Male,Home and lifestyle,93.96,9,9.8,2,3,6.0,6.571428571428571,2.645751311064594,-0.09999999999999998,8.0,659.0,0.0,45.968626966596894
C,Naypyitaw,Normal,Male,Home and lifestyle,55.61,7,8.5,5,3,5.714285714285714,6.428571428571429,2.3603873774083333,-0.2222222222222222,6.0,666.0,0.0,43.5405810661125
C,Naypyitaw,Normal,Male,Food and beverages,84.83,1,8.8,0,1,3.2857142857142856,4.071428571428571,2.4976179127511178,-0.8888888888888888,2.0,725.0,0.0,26.746426869126676
A,Yangon,Member,Female,Sports and travel,71.63,2,8.8,1,2,5.571428571428571,4.714285714285714,3.5989416433697476,0.0,4.0,732.0,0.0,44.39841246505462
A,Yangon,Member,Male,Home and lifestyle,37.69,2,9.5,2,2,5.428571428571429,5.857142857142857,2.6992062325273154,-0.5,8.0,668.0,0.0,42.048809348790975
C,Naypyitaw,Member,Female,Sports and travel,31.67,8,5.6,2,1,6.428571428571429,4.785714285714286,3.3094381626464835,3.0,7.0,740.0,0.0,49.96415724396972
C,Naypyitaw,Member,Female,Food and beverages,38.42,1,8.6,5,2,3.0,3.9285714285714284,2.645751311064593,-0.6666666666666667,5.0,726.0,0.0,24.96862696659689
B,Mandalay,Member,Male,Fashion accessories,65.23,10,5.2,1,1,5.0,6.071428571428571,2.9439202887759475,0.4285714285714286,1.0,719.0,0.0,39.41588043316392
C,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,5.8,2,1,5.714285714285714,6.071428571428571,2.497617912751119,0.6666666666666667,10.0,673.0,0.0,43.74642686912668
B,Mandalay,Member,Female,Home and lifestyle,12.29,9,8.0,1,3,6.571428571428571,6.0,2.439750182371337,2.0,1.0,682.0,0.0,49.659625273557005
C,Naypyitaw,Member,Male,Health and beauty,81.23,7,9.0,1,1,7.0,7.071428571428571,2.380476142847612,-0.2222222222222222,5.0,636.0,0.0,52.57071421427142
B,Mandalay,Member,Female,Fashion accessories,22.32,4,4.1,3,3,5.142857142857143,6.214285714285714,2.853569193634025,0.33333333333333326,2.0,723.0,0.0,40.28035379045104
A,Yangon,Normal,Female,Food and beverages,27.28,5,8.6,6,2,3.5714285714285716,4.142857142857143,2.572750982712402,4.0,8.0,731.0,0.0,28.859126474068603
A,Yangon,Member,Female,Electronic accessories,17.42,10,7.0,4,2,7.285714285714286,6.428571428571429,2.8115408417381946,0.11111111111111116,7.0,670.0,0.0,55.21731126260729
B,Mandalay,Normal,Male,Home and lifestyle,73.28,5,8.4,3,1,6.285714285714286,6.0,2.497617912751119,-0.2857142857142857,5.0,687.0,0.0,47.74642686912668
C,Naypyitaw,Member,Female,Fashion accessories,84.87,3,7.4,4,1,4.714285714285714,5.928571428571429,2.9277002188455974,-0.5,7.0,726.0,0.0,37.391550328268394
A,Yangon,Normal,Female,Fashion accessories,97.29,8,6.2,5,3,4.857142857142857,5.928571428571429,3.078342163598853,0.1428571428571428,9.0,734.0,0.0,38.61751324539828
B,Mandalay,Member,Female,Electronic accessories,35.74,8,4.9,6,2,7.857142857142857,6.285714285714286,2.4102953780654808,1.0,2.0,678.0,0.0,58.61544306709822
A,Yangon,Normal,Female,Home and lifestyle,96.52,6,4.5,4,1,6.142857142857143,6.142857142857143,2.478478796128214,-0.1428571428571429,4.0,693.0,0.0,46.71771819419232
A,Yangon,Member,Male,Food and beverages,18.85,10,5.6,2,2,4.142857142857143,4.571428571428571,3.4846602621858493,0.6666666666666667,8.0,741.0,0.0,34.226990393278776
A,Yangon,Normal,Female,Food and beverages,55.39,4,8.0,0,3,3.7142857142857144,4.428571428571429,3.251373336211728,-0.4285714285714286,5.0,745.0,0.0,30.877060004317592
B,Mandalay,Member,Female,Food and beverages,77.2,10,5.6,0,2,4.571428571428571,4.928571428571429,4.035556254807297,1.5,2.0,755.0,0.0,38.05333438221095
B,Mandalay,Normal,Male,Electronic accessories,72.13,10,4.2,3,1,8.0,6.642857142857143,2.516611478423585,0.11111111111111116,8.0,688.0,0.0,59.77491721763538
A,Yangon,Member,Female,Fashion accessories,63.88,8,9.9,6,1,5.428571428571429,5.785714285714286,3.25868802112869,1.0,10.0,742.0,0.0,42.88803203169304
A,Yangon,Member,Female,Health and beauty,10.69,5,7.6,1,3,6.714285714285714,7.142857142857143,2.4976179127511116,-0.2857142857142857,3.0,641.0,0.0,50.746426869126665
A,Yangon,Member,Male,Health and beauty,55.5,4,6.6,6,1,6.0,7.0,2.4494897427831757,-0.5555555555555556,4.0,645.0,0.0,45.674234614174765
B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,4.7,1,3,6.0,6.0,2.3094010767585074,-0.11111111111111116,2.0,701.0,0.0,45.464101615137764
C,Naypyitaw,Normal,Female,Fashion accessories,76.06,3,9.8,5,1,5.285714285714286,5.428571428571429,3.352326839390103,-0.25,7.0,745.0,0.0,42.02849025908515
B,Mandalay,Normal,Male,Sports and travel,13.69,6,6.3,2,2,6.0,5.071428571428571,3.1091263510296026,-0.33333333333333337,10.0,746.0,0.0,46.6636895265444
B,Mandalay,Normal,Female,Electronic accessories,95.64,4,7.9,5,3,8.142857142857142,6.714285714285714,2.193062655175136,0.33333333333333326,9.0,692.0,0.0,60.2895939827627
A,Yangon,Normal,Female,Home and lifestyle,11.43,6,7.7,1,1,5.857142857142857,5.785714285714286,2.2677868380553674,-0.1428571428571429,7.0,707.0,0.0,44.40168025708305
B,Mandalay,Member,Female,Sports and travel,95.54,4,4.5,1,2,6.0,5.214285714285714,3.1091263510296026,0.0,6.0,750.0,0.0,46.6636895265444
C,Naypyitaw,Member,Female,Health and beauty,85.87,7,8.0,2,2,6.285714285714286,7.285714285714286,2.4299715851758203,0.3999999999999999,1.0,652.0,0.0,47.64495737776373
C,Naypyitaw,Member,Female,Sports and travel,67.99,7,5.7,6,2,6.571428571428571,5.214285714285714,2.819996622760554,1.3333333333333335,2.0,757.0,0.0,50.229994934140834
C,Naypyitaw,Normal,Female,Food and beverages,52.42,1,6.3,2,2,4.571428571428571,4.5,4.035556254807297,0.0,9.0,756.0,0.0,38.05333438221095
C,Naypyitaw,Member,Male,Food and beverages,65.65,2,6.0,3,1,4.714285714285714,4.0,3.903600291794134,1.0,8.0,758.0,0.0,38.8554004376912
B,Mandalay,Normal,Female,Food and beverages,28.86,5,8.0,1,1,5.285714285714286,4.142857142857143,3.5456210417116747,4.0,9.0,763.0,0.0,42.31843156256751
C,Naypyitaw,Member,Male,Health and beauty,65.31,7,4.2,1,3,6.142857142857143,7.214285714285714,2.3401261667248763,-0.125,1.0,659.0,0.0,46.510189250087315
B,Mandalay,Normal,Male,Sports and travel,93.38,1,9.6,3,1,5.428571428571429,5.214285714285714,3.2586880211286884,-0.8888888888888888,5.0,758.0,0.0,42.88803203169303
C,Naypyitaw,Member,Male,Sports and travel,25.25,5,6.1,2,3,4.714285714285714,5.142857142857143,2.5634797778466214,-0.5,1.0,763.0,0.0,36.845219666769935
B,Mandalay,Member,Male,Electronic accessories,87.87,9,5.6,3,1,8.428571428571429,7.285714285714286,2.149196970742241,0.2857142857142858,4.0,701.0,0.0,62.223795456113365
C,Naypyitaw,Normal,Male,Health and beauty,21.8,8,8.3,1,2,6.857142857142857,7.071428571428571,1.9518001458970606,1.6666666666666665,8.0,667.0,0.0,50.927700218845594
A,Yangon,Normal,Female,Sports and travel,94.76,4,7.8,0,2,5.0,5.285714285714286,2.3094010767585007,1.0,7.0,767.0,0.0,38.46410161513775
A,Yangon,Member,Female,Fashion accessories,30.62,1,4.1,1,2,5.285714285714286,4.928571428571429,3.352326839390103,0.0,3.0,746.0,0.0,42.02849025908515
C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,8.8,6,3,6.714285714285714,6.071428571428571,1.603567451474552,3.0,4.0,715.0,0.0,49.40535117721183
C,Naypyitaw,Member,Female,Health and beauty,10.16,5,4.1,6,2,6.142857142857143,6.714285714285714,1.4638501094227951,-0.5,4.0,672.0,0.0,45.19577516413419
A,Yangon,Normal,Male,Electronic accessories,74.58,7,9.0,0,2,8.0,7.071428571428571,2.0816659994661353,-0.30000000000000004,10.0,708.0,0.0,59.1224989991992
C,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,5.5,1,2,8.0,7.571428571428571,2.0816659994661353,0.0,1.0,716.0,0.0,59.1224989991992
C,Naypyitaw,Normal,Female,Health and beauty,10.99,5,9.3,2,1,5.857142857142857,6.428571428571429,1.4638501094227963,-0.2857142857142857,3.0,677.0,0.0,43.1957751641342
C,Naypyitaw,Member,Male,Health and beauty,60.47,3,5.6,0,1,5.571428571428571,6.142857142857143,1.8126539343499293,-0.4,9.0,680.0,0.0,41.718980901524894
A,Yangon,Normal,Male,Sports and travel,58.91,7,9.7,3,1,4.857142857142857,5.642857142857143,2.115700942049813,-0.125,4.0,774.0,0.0,37.17355141307472
A,Yangon,Normal,Male,Fashion accessories,46.41,1,4.0,6,3,4.0,4.5,2.943920288775945,-0.9,1.0,747.0,0.0,32.41588043316392
C,Naypyitaw,Member,Male,Health and beauty,68.55,4,9.2,4,2,5.571428571428571,5.785714285714286,1.8126539343499293,0.0,4.0,684.0,0.0,41.718980901524894
B,Mandalay,Normal,Female,Home and lifestyle,97.37,10,4.9,1,1,7.428571428571429,6.571428571428571,1.812653934349936,1.0,1.0,725.0,0.0,54.7189809015249
A,Yangon,Member,Male,Electronic accessories,92.6,7,9.3,2,2,7.571428571428571,7.428571428571429,1.9023794624226869,-0.30000000000000004,8.0,723.0,0.0,55.85356919363403
A,Yangon,Normal,Female,Electronic accessories,46.61,2,6.6,1,2,6.714285714285714,7.285714285714286,2.8115408417381955,-0.75,4.0,725.0,0.0,51.217311262607296
B,Mandalay,Normal,Male,Fashion accessories,27.18,2,4.3,4,3,3.7142857142857144,4.428571428571429,3.039423504234842,-0.5,5.0,749.0,0.0,30.559135256352263
C,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,5.5,3,1,6.285714285714286,6.428571428571429,2.8702082220799343,-0.8888888888888888,9.0,726.0,0.0,48.3053123331199
A,Yangon,Member,Female,Sports and travel,24.49,10,8.1,4,2,5.428571428571429,5.714285714285714,2.8784916685156956,0.6666666666666667,8.0,784.0,0.0,42.31773750277354
B,Mandalay,Normal,Male,Health and beauty,92.78,1,9.8,4,3,4.714285714285714,5.5,2.3603873774083297,-0.8571428571428572,1.0,685.0,0.0,36.540581066112495
C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,9.4,0,2,6.285714285714286,6.285714285714286,2.8702082220799343,0.0,7.0,731.0,0.0,48.3053123331199
B,Mandalay,Normal,Male,Sports and travel,23.01,6,7.9,5,1,5.714285714285714,5.857142857142857,2.81154084173819,0.5,6.0,790.0,0.0,44.21731126260728
C,Naypyitaw,Member,Female,Electronic accessories,30.2,8,5.1,6,3,6.428571428571429,7.214285714285714,2.5071326821120383,-0.19999999999999996,10.0,733.0,0.0,48.76069902316806
C,Naypyitaw,Member,Male,Fashion accessories,67.39,7,6.9,5,3,4.285714285714286,4.5,3.251373336211723,1.3333333333333335,3.0,756.0,0.0,34.877060004317585
A,Yangon,Member,Female,Fashion accessories,48.96,9,8.0,0,3,4.428571428571429,4.642857142857143,3.457221565416503,0.125,1.0,765.0,0.0,36.185832348124755
B,Mandalay,Member,Female,Electronic accessories,75.59,9,8.0,5,2,7.142857142857143,7.642857142857143,2.410295378065481,1.25,10.0,742.0,0.0,53.61544306709822
A,Yangon,Normal,Female,Home and lifestyle,77.47,4,4.2,6,3,6.0,6.071428571428571,3.000000000000003,-0.33333333333333337,4.0,735.0,0.0,46.50000000000001
